block_id,plan_id,farming_type,shade,sunlight_summer,sunlight_winter,crop_area,primary_output,yield_perunit_area
179,2500,N,0.00,6.00,5.00,0.25,2380.00,9520.0000000000
179,2961,N,0.00,6.00,5.00,0.75,17656.00,23541.3333333333
180,2092,N,0.00,6.00,5.00,0.25,2418.00,9672.0000000000
180,2010,N,0.00,6.00,5.00,0.25,1665.00,6660.0000000000
180,1822,N,0.00,6.00,5.00,0.25,1842.00,7368.0000000000
181,1916,N,0.00,6.00,5.00,0.25,1103.00,4412.0000000000
181,2312,N,0.00,6.00,5.00,0.25,2830.00,11320.0000000000
182,724,N,0.00,6.00,5.00,0.25,523.00,2092.0000000000
184,978,N,0.00,6.00,5.00,0.25,1636.00,6544.0000000000
184,1704,N,0.00,6.00,5.00,0.25,5870.00,23480.0000000000
184,2025,N,0.00,6.00,5.00,0.13,1320.00,10153.8461538461
184,2030,N,0.00,6.00,5.00,0.25,2063.00,8252.0000000000
184,2031,N,0.00,6.00,5.00,0.25,3140.00,12560.0000000000
184,2028,N,0.00,6.00,5.00,0.38,2244.00,5905.2631578947
189,811,N,0.00,6.00,5.00,1.50,1200.00,800.0000000000
189,881,N,0.00,6.00,5.00,1.50,846.00,564.0000000000
190,969,N,0.00,6.00,5.00,0.60,4047.00,6745.0000000000
190,1342,N,0.00,6.00,5.00,0.60,721.00,1201.6666666666
191,898,N,0.00,6.00,5.00,0.50,193.00,386.0000000000
193,1054,N,0.00,6.00,5.00,1.00,600.00,600.0000000000
193,863,N,0.00,6.00,5.00,1.00,5000.00,5000.0000000000
193,864,N,0.00,6.00,5.00,1.00,3800.00,3800.0000000000
193,1051,N,0.00,6.00,5.00,1.00,1500.00,1500.0000000000
194,1340,N,0.00,6.00,5.00,0.50,1800.00,3600.0000000000
195,890,N,0.00,6.00,5.00,1.00,15766.00,15766.0000000000
195,2356,N,0.00,6.00,5.00,1.00,7800.00,7800.0000000000
196,889,N,0.00,6.00,5.00,0.50,1400.00,2800.0000000000
197,1110,N,0.00,6.00,5.00,0.50,800.00,1600.0000000000
200,1114,N,0.00,6.00,5.00,0.15,283.00,1886.6666666666
205,919,N,0.00,6.00,5.00,0.50,607.00,1214.0000000000
205,1111,N,0.00,6.00,5.00,0.20,7604.00,38020.0000000000
212,926,N,0.00,6.00,5.00,0.50,1820.00,3640.0000000000
218,940,C,0.00,6.00,5.00,1.00,8000.00,8000.0000000000
222,1002,C,0.00,6.00,5.00,3.00,24000.00,8000.0000000000
236,1739,C,9.00,7.60,6.50,1.00,6000.00,6000.0000000000
238,1397,C,0.00,6.00,5.00,0.50,10000.00,20000.0000000000
240,1047,N,0.00,6.00,5.00,1.00,2430.00,2430.0000000000
244,1113,C,0.00,6.00,5.00,4.00,64000.00,16000.0000000000
247,1171,C,0.00,6.00,5.00,0.50,3000.00,6000.0000000000
291,1088,C,0.00,6.00,5.00,4.00,80000.00,20000.0000000000
297,1094,C,0.00,6.00,5.00,1.50,500.00,333.3333333333
301,2022,C,0.00,6.00,5.00,1.00,21600.00,21600.0000000000
303,1103,C,0.00,6.00,5.00,0.45,630.00,1400.0000000000
304,1104,C,0.00,6.00,5.00,1.00,4000.00,4000.0000000000
316,1147,C,0.00,6.00,5.00,0.50,380.00,760.0000000000
318,1151,C,24.00,7.90,7.80,0.37,920.00,2486.4864864864
321,1318,N,0.00,6.00,5.00,0.25,531.00,2124.0000000000
328,1361,C,0.00,6.00,5.00,1.00,20000.00,20000.0000000000
330,1178,C,0.00,6.00,5.00,0.50,2500.00,5000.0000000000
344,1197,N,0.00,6.00,5.00,1.00,351.00,351.0000000000
349,1218,C,0.00,6.00,5.00,0.25,330.00,1320.0000000000
350,1246,C,0.00,6.00,5.00,0.18,580.00,3222.2222222222
351,1220,C,0.00,6.00,5.00,0.18,780.00,4333.3333333333
352,1221,C,0.00,6.00,5.00,0.25,1440.00,5760.0000000000
353,1231,C,0.00,6.00,5.00,0.75,280.00,373.3333333333
354,1247,C,8.00,7.20,5.80,0.25,2200.00,8800.0000000000
355,1248,C,0.00,6.00,5.00,0.25,1000.00,4000.0000000000
356,1249,C,0.00,6.00,5.00,1.00,3500.00,3500.0000000000
357,1311,C,0.00,6.00,5.00,0.25,640.00,2560.0000000000
360,1283,C,76.00,6.40,5.80,0.38,300.00,789.4736842105
365,1272,N,0.00,6.00,5.00,0.25,125.00,500.0000000000
372,1285,C,0.00,6.00,5.00,0.20,66000.00,330000.0000000000
374,1286,N,0.00,6.00,5.00,0.50,5390.00,10780.0000000000
375,1288,C,0.00,6.00,5.00,0.50,1650.00,3300.0000000000
375,2173,C,0.00,6.00,5.00,0.25,1500.00,6000.0000000000
376,1289,N,0.00,6.00,5.00,0.50,470.00,940.0000000000
377,1290,N,0.00,6.00,5.00,0.63,330.00,523.8095238095
378,1291,N,0.00,6.00,5.00,0.75,370.00,493.3333333333
379,1292,C,0.00,6.00,5.00,1.00,16000.00,16000.0000000000
379,2139,C,0.00,6.00,5.00,1.00,1800.00,1800.0000000000
383,1330,C,0.00,6.00,5.00,1.00,16000.00,16000.0000000000
384,1309,C,0.00,6.00,5.00,0.15,500.00,3333.3333333333
386,1489,C,0.00,6.00,5.00,0.50,22000.00,44000.0000000000
388,1316,C,0.00,6.00,5.00,0.38,440.00,1157.8947368421
389,1315,C,0.00,6.00,5.00,0.63,1040.00,1650.7936507936
392,1323,N,41.00,7.80,6.50,0.50,4065.00,8130.0000000000
392,2304,N,41.00,7.80,6.50,0.50,8737.00,17474.0000000000
394,1325,N,0.00,6.00,5.00,0.50,5000.00,10000.0000000000
394,2530,N,0.00,6.00,5.00,0.50,21000.00,42000.0000000000
395,1341,N,0.00,6.00,5.00,0.50,4000.00,8000.0000000000
395,2230,N,0.00,6.00,5.00,0.50,7000.00,14000.0000000000
396,1329,N,0.00,6.00,5.00,1.00,7979.00,7979.0000000000
401,1353,N,50.00,10.00,5.00,0.50,1047.00,2094.0000000000
401,1775,N,50.00,10.00,5.00,0.50,19000.00,38000.0000000000
405,1363,C,0.00,6.00,5.00,0.08,3000.00,37500.0000000000
406,1364,C,0.00,6.00,5.00,0.25,2050.00,8200.0000000000
407,1365,C,0.00,6.00,5.00,0.25,200.00,800.0000000000
409,1379,C,0.00,6.00,5.00,0.25,5000.00,20000.0000000000
410,1367,C,0.00,6.00,5.00,0.35,800.00,2285.7142857142
411,1368,C,0.00,6.00,5.00,0.25,700.00,2800.0000000000
412,1369,C,0.00,6.00,5.00,0.25,500.00,2000.0000000000
414,1384,N,0.00,6.00,5.00,0.50,700.00,1400.0000000000
414,2466,N,0.00,6.00,5.00,0.50,14471.00,28942.0000000000
416,1388,C,0.00,6.00,5.00,0.25,2750.00,11000.0000000000
416,2172,C,0.00,6.00,5.00,0.25,600.00,2400.0000000000
417,1586,C,0.00,6.00,5.00,0.25,1500.00,6000.0000000000
418,1390,C,0.00,6.00,5.00,0.50,474.00,948.0000000000
418,2174,C,0.00,6.00,5.00,0.25,4000.00,16000.0000000000
420,1392,C,0.00,6.00,5.00,0.38,1800.00,4736.8421052631
421,1393,C,0.00,6.00,5.00,0.38,510.00,1342.1052631578
422,1394,C,0.00,6.00,5.00,0.38,805.00,2118.4210526315
423,1395,C,0.00,6.00,5.00,0.75,6600.00,8800.0000000000
424,1396,C,0.00,6.00,5.00,1.00,3000.00,3000.0000000000
425,1398,C,0.00,6.00,5.00,0.25,2000.00,8000.0000000000
426,1399,C,0.00,6.00,5.00,0.25,2500.00,10000.0000000000
427,1400,C,0.00,6.00,5.00,0.25,1200.00,4800.0000000000
428,1401,C,0.00,6.00,5.00,1.00,15000.00,15000.0000000000
429,1410,C,0.00,6.00,5.00,1.00,10000.00,10000.0000000000
430,1411,C,0.00,6.00,5.00,1.00,3200.00,3200.0000000000
433,1414,C,0.00,6.00,5.00,0.50,4000.00,8000.0000000000
434,1415,C,0.00,6.00,5.00,1.00,15000.00,15000.0000000000
435,1416,C,0.00,6.00,5.00,1.00,18000.00,18000.0000000000
436,1417,C,0.00,6.00,5.00,0.50,6000.00,12000.0000000000
437,1723,N,0.00,6.00,5.00,0.13,1058.00,8138.4615384615
437,2962,N,0.00,6.00,5.00,0.50,4503.00,9006.0000000000
439,1428,N,0.00,6.00,5.00,0.50,3629.00,7258.0000000000
439,1544,N,0.00,6.00,5.00,0.50,5923.00,11846.0000000000
439,1924,N,0.00,6.00,5.00,0.25,6785.00,27140.0000000000
441,1455,C,0.00,6.00,5.00,0.38,200.00,526.3157894736
442,1487,C,0.00,6.00,5.00,0.50,10000.00,20000.0000000000
443,1459,C,0.00,6.00,5.00,0.88,10000.00,11363.6363636363
444,1462,C,0.00,6.00,5.00,0.75,9000.00,12000.0000000000
445,1485,N,0.00,6.00,5.00,1.00,2000.00,2000.0000000000
445,2009,N,0.00,6.00,5.00,1.00,300.00,300.0000000000
448,1472,C,0.00,6.00,5.00,1.00,30000.00,30000.0000000000
449,1469,C,0.00,6.00,5.00,0.88,7000.00,7954.5454545454
450,1471,C,0.00,6.00,5.00,0.50,1100.00,2200.0000000000
454,1506,N,0.00,6.00,5.00,0.25,1694.00,6776.0000000000
454,1913,N,0.00,6.00,5.00,0.25,3151.00,12604.0000000000
454,2077,N,0.00,6.00,5.00,0.25,3439.00,13756.0000000000
456,1509,N,0.00,6.00,5.00,0.50,3500.00,7000.0000000000
456,2359,N,0.00,6.00,5.00,0.50,11000.00,22000.0000000000
457,1511,N,0.00,6.00,5.00,0.50,2480.00,4960.0000000000
457,1512,N,0.00,6.00,5.00,0.25,123.00,492.0000000000
458,1543,N,0.00,6.00,5.00,0.50,5554.00,11108.0000000000
458,2309,N,0.00,6.00,5.00,0.25,750.00,3000.0000000000
458,2308,N,0.00,6.00,5.00,0.25,445.00,1780.0000000000
459,1537,N,0.00,6.00,5.00,0.50,9975.00,19950.0000000000
460,1538,N,0.00,6.00,5.00,0.25,6269.00,25076.0000000000
460,3506,N,0.00,6.00,5.00,0.13,2920.00,22461.5384615384
461,1583,N,0.00,6.00,5.00,0.25,1403.00,5612.0000000000
462,1547,C,0.00,6.00,5.00,1.00,20000.00,20000.0000000000
463,1548,C,0.00,6.00,5.00,0.25,2000.00,8000.0000000000
464,1549,C,0.00,6.00,5.00,0.25,700.00,2800.0000000000
465,1550,C,0.00,6.00,5.00,0.50,5500.00,11000.0000000000
466,1551,C,0.00,6.00,5.00,1.00,20000.00,20000.0000000000
469,1581,N,0.00,6.00,5.00,2.00,35687.00,17843.5000000000
469,2497,N,0.00,6.00,5.00,1.00,8136.00,8136.0000000000
469,2433,N,0.00,6.00,5.00,1.00,13000.00,13000.0000000000
470,1584,N,0.00,6.00,5.00,0.38,2506.00,6594.7368421052
473,1590,N,0.00,6.00,5.00,0.16,2555.00,15968.7500000000
473,2499,N,0.00,6.00,5.00,0.75,7192.00,9589.3333333333
473,1594,N,0.00,6.00,5.00,0.12,237.00,1975.0000000000
474,1595,N,0.00,6.00,5.00,0.50,900.00,1800.0000000000
474,2386,N,0.00,6.00,5.00,0.50,1400.00,2800.0000000000
475,1596,N,0.00,6.00,5.00,0.12,1050.00,8750.0000000000
477,1598,C,0.00,6.00,5.00,0.75,6000.00,8000.0000000000
478,1600,C,0.00,6.00,5.00,1.00,24000.00,24000.0000000000
479,1612,N,0.00,6.00,5.00,0.25,881.00,3524.0000000000
479,1948,N,0.00,6.00,5.00,0.13,1524.00,11723.0769230769
480,1623,C,0.00,6.00,5.00,1.00,1110.00,1110.0000000000
482,1647,N,0.00,6.00,5.00,1.00,18348.00,18348.0000000000
482,1659,N,0.00,6.00,5.00,0.50,5028.00,10056.0000000000
482,1662,N,0.00,6.00,5.00,0.50,2383.00,4766.0000000000
482,2464,N,0.00,6.00,5.00,1.00,18970.00,18970.0000000000
483,1711,N,0.00,6.00,5.00,0.25,175.00,700.0000000000
486,1675,C,0.00,6.00,5.00,1.00,1500.00,1500.0000000000
486,1691,C,0.00,6.00,5.00,1.00,2850.00,2850.0000000000
486,1692,C,0.00,6.00,5.00,1.00,2400.00,2400.0000000000
486,1694,C,0.00,6.00,5.00,1.00,200.00,200.0000000000
495,1766,C,0.00,6.00,5.00,1.00,10500.00,10500.0000000000
496,1752,C,4.00,8.70,6.20,0.50,10000.00,20000.0000000000
497,1767,C,0.00,6.00,5.00,1.50,5200.00,3466.6666666666
498,1712,C,0.00,6.00,5.00,0.50,3500.00,7000.0000000000
499,1768,C,0.00,6.00,5.00,1.00,8500.00,8500.0000000000
500,1763,C,0.00,6.00,5.00,1.00,15000.00,15000.0000000000
501,1769,C,0.00,6.00,5.00,1.00,8500.00,8500.0000000000
502,1770,C,0.00,6.00,5.00,0.50,6500.00,13000.0000000000
506,1818,C,0.00,6.00,5.00,1.00,15000.00,15000.0000000000
507,1820,C,0.00,6.00,5.00,1.00,6500.00,6500.0000000000
508,2608,C,0.00,6.00,5.00,0.50,7000.00,14000.0000000000
509,1819,C,0.00,6.00,5.00,0.75,4500.00,6000.0000000000
510,1761,C,0.00,6.00,5.00,0.75,6500.00,8666.6666666666
511,1821,C,0.00,6.00,5.00,1.00,6500.00,6500.0000000000
516,2157,C,0.00,6.00,5.00,1.00,7000.00,7000.0000000000
558,1701,C,0.00,6.00,5.00,1.00,26900.00,26900.0000000000
559,1702,C,0.00,6.00,5.00,1.00,2100.00,2100.0000000000
572,1713,C,0.00,6.00,5.00,0.50,8000.00,16000.0000000000
573,1714,C,0.00,6.00,5.00,0.25,600.00,2400.0000000000
576,1983,N,0.00,6.00,5.00,0.75,965.00,1286.6666666666
577,1833,N,0.00,6.00,5.00,0.30,1034.00,3446.6666666666
578,1977,N,0.00,6.00,5.00,0.50,2204.00,4408.0000000000
578,1726,N,0.00,6.00,5.00,0.50,2512.00,5024.0000000000
581,1743,C,0.00,6.00,5.00,0.38,750.00,1973.6842105263
585,1944,N,0.00,6.00,5.00,0.60,445.00,741.6666666666
588,1982,N,0.00,6.00,5.00,0.30,1003.00,3343.3333333333
589,1847,N,0.00,6.00,5.00,1.00,9000.00,9000.0000000000
589,1848,N,0.00,6.00,5.00,1.00,6000.00,6000.0000000000
590,1850,N,0.00,6.00,5.00,0.50,4000.00,8000.0000000000
591,1851,N,0.00,6.00,5.00,0.25,682.00,2728.0000000000
595,1863,C,0.00,6.00,5.00,1.00,4500.00,4500.0000000000
598,1870,C,0.00,6.00,5.00,1.00,850.00,850.0000000000
599,1895,C,0.00,6.00,5.00,0.30,1800.00,6000.0000000000
600,1899,N,0.00,6.00,5.00,0.25,3306.00,13224.0000000000
600,2584,N,0.00,6.00,5.00,0.25,3363.00,13452.0000000000
600,1900,N,0.00,6.00,5.00,0.25,682.00,2728.0000000000
600,3185,N,0.00,6.00,5.00,0.25,6686.00,26744.0000000000
601,1903,N,0.00,6.00,5.00,0.25,197.00,788.0000000000
602,1980,N,0.00,6.00,5.00,0.50,1400.00,2800.0000000000
603,2078,N,0.00,6.00,5.00,0.50,1883.00,3766.0000000000
604,2399,N,0.00,6.00,5.00,0.25,3971.00,15884.0000000000
604,1920,N,0.00,6.00,5.00,0.25,1804.00,7216.0000000000
611,1969,C,0.00,6.00,5.00,0.50,6500.00,13000.0000000000
612,1995,C,0.00,6.00,5.00,2.00,7000.00,3500.0000000000
621,2604,C,0.00,6.00,5.00,0.50,3500.00,7000.0000000000
629,2264,C,0.00,6.00,5.00,1.00,5900.00,5900.0000000000
631,2234,C,0.00,6.00,5.00,1.00,10000.00,10000.0000000000
632,2265,C,0.00,6.00,5.00,1.00,10000.00,10000.0000000000
633,2266,C,0.00,6.00,5.00,1.00,9500.00,9500.0000000000
634,1940,N,0.00,6.00,5.00,1.00,10530.00,10530.0000000000
635,1941,N,0.00,6.00,5.00,0.50,3015.00,6030.0000000000
636,1942,N,0.00,6.00,5.00,0.25,2000.00,8000.0000000000
636,1981,N,0.00,6.00,5.00,0.50,8585.00,17170.0000000000
637,1945,N,0.00,6.00,5.00,0.60,1028.00,1713.3333333333
658,1974,N,0.00,6.00,5.00,0.30,1899.00,6330.0000000000
658,1978,N,0.00,6.00,5.00,0.10,698.00,6980.0000000000
658,2209,N,0.00,6.00,5.00,0.30,2241.00,7470.0000000000
678,2248,N,0.00,6.00,5.00,0.03,477.50,15916.6666666666
678,2251,N,0.00,6.00,5.00,0.05,325.44,6508.8000000000
680,1999,N,0.00,6.00,5.00,0.50,2866.00,5732.0000000000
680,2937,N,0.00,6.00,5.00,1.00,19608.00,19608.0000000000
682,2001,N,0.00,6.00,5.00,0.50,5627.00,11254.0000000000
682,2768,N,0.00,6.00,5.00,0.50,6654.00,13308.0000000000
683,2075,N,0.00,6.00,5.00,0.50,6987.00,13974.0000000000
684,2008,N,0.00,6.00,5.00,0.50,8930.00,17860.0000000000
685,2074,N,0.00,6.00,5.00,0.50,6497.00,12994.0000000000
686,2013,N,0.00,6.00,5.00,0.50,10900.00,21800.0000000000
688,2015,N,0.00,6.00,5.00,0.50,3082.00,6164.0000000000
692,2012,N,0.00,6.00,5.00,0.50,13064.00,26128.0000000000
692,2090,N,0.00,6.00,5.00,0.25,2548.00,10192.0000000000
692,2140,N,0.00,6.00,5.00,0.38,11108.00,29231.5789473684
692,2613,N,0.00,6.00,5.00,0.06,544.00,9066.6666666666
693,2016,C,0.00,6.00,5.00,0.50,4000.00,8000.0000000000
694,2017,C,0.00,6.00,5.00,1.00,30000.00,30000.0000000000
695,2018,C,0.00,6.00,5.00,0.50,650.00,1300.0000000000
696,2020,N,0.00,6.00,5.00,0.50,1088.80,2177.6000000000
697,2024,N,0.00,6.00,5.00,0.25,1240.00,4960.0000000000
697,2076,N,0.00,6.00,5.00,0.25,1256.00,5024.0000000000
712,2281,C,0.00,6.00,5.00,0.50,7000.00,14000.0000000000
713,2789,C,0.00,6.00,5.00,0.50,10000.00,20000.0000000000
725,2056,C,0.00,6.00,5.00,0.75,6000.00,8000.0000000000
726,2097,N,0.00,6.00,5.00,0.75,4242.00,5656.0000000000
729,2843,N,0.00,6.00,5.00,0.13,1507.00,11592.3076923076
729,2080,N,0.00,6.00,5.00,0.25,4710.00,18840.0000000000
729,2079,N,0.00,6.00,5.00,0.25,647.00,2588.0000000000
730,2081,N,0.00,6.00,5.00,0.50,3124.00,6248.0000000000
731,2101,N,0.00,6.00,5.00,0.04,208.00,5200.0000000000
731,2103,N,0.00,6.00,5.00,0.02,115.00,5750.0000000000
731,2104,N,0.00,6.00,5.00,0.04,293.00,7325.0000000000
731,2169,N,0.00,6.00,5.00,0.02,130.00,6500.0000000000
731,2170,N,0.00,6.00,5.00,0.02,211.00,10550.0000000000
733,2146,N,0.00,6.00,5.00,0.50,4230.00,8460.0000000000
734,2890,N,61.00,6.00,5.00,0.25,5230.00,20920.0000000000
735,2116,N,0.00,6.00,5.00,0.50,1405.00,2810.0000000000
735,2115,N,0.00,6.00,5.00,0.50,6007.00,12014.0000000000
735,2211,N,0.00,6.00,5.00,0.50,3670.00,7340.0000000000
735,2763,N,0.00,6.00,5.00,0.50,5198.00,10396.0000000000
736,2119,N,0.00,6.00,5.00,0.20,997.00,4985.0000000000
736,2118,N,0.00,6.00,5.00,0.30,4096.00,13653.3333333333
737,2135,N,0.00,6.00,5.00,0.20,1454.00,7270.0000000000
737,2134,N,0.00,6.00,5.00,0.40,739.00,1847.5000000000
737,2292,N,0.00,6.00,5.00,0.50,1156.00,2312.0000000000
737,2293,N,0.00,6.00,5.00,0.50,3217.00,6434.0000000000
739,2785,N,0.00,6.00,5.00,1.00,7500.00,7500.0000000000
781,2163,N,0.00,6.00,5.00,1.00,7956.00,7956.0000000000
782,2189,N,0.00,6.00,5.00,0.50,5300.00,10600.0000000000
785,2193,N,0.00,6.00,5.00,0.50,7487.00,14974.0000000000
787,2254,N,0.00,6.00,5.00,0.50,3000.00,6000.0000000000
788,2206,N,0.00,6.00,5.00,0.25,1138.90,4555.6000000000
789,2558,N,94.00,13.80,12.50,0.25,2217.00,8868.0000000000
789,2564,N,94.00,13.80,12.50,0.25,1953.00,7812.0000000000
789,2565,N,94.00,13.80,12.50,0.25,1150.00,4600.0000000000
792,2216,N,0.00,6.00,5.00,0.50,456.00,912.0000000000
793,2223,C,0.00,6.00,5.00,1.25,4200.00,3360.0000000000
794,2225,C,0.00,6.00,5.00,0.50,1400.00,2800.0000000000
795,2226,C,0.00,6.00,5.00,1.38,9000.00,6521.7391304347
796,2227,C,0.00,6.00,5.00,1.00,10000.00,10000.0000000000
797,2235,N,0.00,6.00,5.00,0.50,15000.00,30000.0000000000
798,2237,C,0.00,6.00,5.00,1.00,5000.00,5000.0000000000
803,2255,N,0.00,6.00,5.00,0.40,2852.00,7130.0000000000
808,2261,C,0.00,6.00,5.00,1.00,3200.00,3200.0000000000
809,2260,C,0.00,6.00,5.00,0.50,7176.00,14352.0000000000
810,2280,N,0.00,6.00,5.00,0.67,5115.00,7634.3283582089
811,2303,N,0.00,6.00,5.00,0.67,4500.00,6716.4179104477
812,2305,N,0.00,6.00,5.00,1.00,990.00,990.0000000000
814,2324,N,0.00,6.00,5.00,0.67,3150.00,4701.4925373134
815,2268,N,0.00,6.00,5.00,0.75,3502.00,4669.3333333333
816,2273,N,0.00,6.00,5.00,0.50,2361.00,4722.0000000000
817,2274,N,0.00,6.00,5.00,0.50,3255.00,6510.0000000000
818,2277,N,0.00,6.00,5.00,0.50,1237.00,2474.0000000000
819,2278,N,0.00,6.00,5.00,0.50,3505.00,7010.0000000000
820,2276,N,0.00,6.00,5.00,0.50,1032.00,2064.0000000000
823,2587,N,0.00,6.00,5.00,1.00,7045.00,7045.0000000000
823,2291,N,0.00,6.00,5.00,1.00,5364.00,5364.0000000000
825,2302,N,0.00,6.00,5.00,1.50,16500.00,11000.0000000000
896,2358,N,0.00,6.00,5.00,1.00,27000.00,27000.0000000000
909,2391,N,0.00,6.00,5.00,0.50,2843.00,5686.0000000000
911,2393,C,0.00,6.00,5.00,1.00,1500.00,1500.0000000000
934,2418,C,0.00,6.00,5.00,0.50,4000.00,8000.0000000000
938,2439,N,0.00,6.00,5.00,0.50,9463.00,18926.0000000000
940,2425,C,0.00,6.00,5.00,0.75,1000.00,1333.3333333333
944,2435,N,0.00,6.00,5.00,0.50,17842.00,35684.0000000000
946,2448,N,0.00,6.00,5.00,0.25,3000.00,12000.0000000000
947,2438,N,0.00,6.00,5.00,0.50,17000.00,34000.0000000000
953,2447,N,0.00,6.00,5.00,0.50,6000.00,12000.0000000000
966,2453,N,0.00,6.00,5.00,1.50,2600.00,1733.3333333333
967,2454,N,0.00,6.00,5.00,0.50,1100.00,2200.0000000000
968,2456,N,0.00,6.00,5.00,0.25,1419.00,5676.0000000000
969,2457,N,0.00,6.00,5.00,0.25,666.00,2664.0000000000
970,2458,N,0.00,6.00,5.00,0.38,1359.00,3576.3157894736
971,2468,N,0.00,6.00,5.00,0.10,793.00,7930.0000000000
971,2880,N,0.00,6.00,5.00,0.80,7505.00,9381.2500000000
971,2459,N,0.00,6.00,5.00,0.80,6659.00,8323.7500000000
971,2460,N,0.00,6.00,5.00,0.80,9163.00,11453.7500000000
971,2461,N,0.00,6.00,5.00,0.60,4778.00,7963.3333333333
973,2465,N,0.00,6.00,5.00,0.80,5115.00,6393.7500000000
1003,2487,N,0.00,6.00,5.00,0.50,12300.00,24600.0000000000
1005,2492,N,0.00,6.00,5.00,0.50,7238.00,14476.0000000000
1005,2493,N,0.00,6.00,5.00,0.25,2535.00,10140.0000000000
1005,3180,N,0.00,6.00,5.00,0.35,6271.00,17917.1428571428
1009,2817,N,0.00,6.00,5.00,0.25,3543.00,14172.0000000000
1012,2560,N,0.00,6.00,5.00,0.50,1560.00,3120.0000000000
1074,2539,N,0.00,6.00,5.00,0.25,2545.00,10180.0000000000
1074,2540,N,0.00,6.00,5.00,0.25,1597.00,6388.0000000000
1101,2583,N,0.00,6.00,5.00,0.13,880.00,6769.2307692307
1102,2757,N,0.00,6.00,5.00,0.50,1294.00,2588.0000000000
1133,2957,N,0.00,6.00,5.00,0.25,3925.00,15700.0000000000
1134,2611,N,0.00,6.00,5.00,0.50,7870.00,15740.0000000000
1135,2606,C,0.00,6.00,5.00,0.75,1100.00,1466.6666666666
1138,2662,N,0.00,6.00,5.00,0.38,2564.00,6747.3684210526
1139,2661,N,0.00,6.00,5.00,0.25,840.00,3360.0000000000
1140,2659,N,0.00,6.00,5.00,1.25,5266.00,4212.8000000000
1141,2656,N,0.00,6.00,5.00,0.50,2376.00,4752.0000000000
1142,2658,N,0.00,6.00,5.00,0.25,468.00,1872.0000000000
1143,2657,N,0.00,6.00,5.00,0.25,1469.00,5876.0000000000
1144,2655,N,0.00,6.00,5.00,0.25,1187.00,4748.0000000000
1147,2698,N,0.00,6.00,5.00,1.00,13808.00,13808.0000000000
1147,2833,N,0.00,6.00,5.00,1.00,17452.00,17452.0000000000
1247,2760,N,0.00,6.00,5.00,1.00,1400.00,1400.0000000000
1248,2700,N,0.00,6.00,5.00,0.50,8000.00,16000.0000000000
1293,2770,N,0.00,6.00,5.00,0.25,1364.00,5456.0000000000
1295,2784,N,0.00,6.00,5.00,1.00,9158.00,9158.0000000000
1296,2806,N,0.00,6.00,5.00,1.25,25000.00,20000.0000000000
1303,2816,N,0.00,6.00,5.00,0.50,6372.00,12744.0000000000
1304,2824,N,0.00,6.00,5.00,0.40,2681.00,6702.5000000000
1306,2839,N,0.00,6.00,5.00,0.50,5463.00,10926.0000000000
1307,2883,N,0.00,6.00,5.00,1.00,7901.00,7901.0000000000
1309,3039,N,0.00,6.00,5.00,0.50,8534.00,17068.0000000000
1333,2997,N,0.00,6.00,5.00,0.25,1000.00,4000.0000000000
1344,3010,N,0.00,6.00,5.00,0.50,1000.00,2000.0000000000
1357,3081,N,0.00,6.00,5.00,0.75,14316.00,19088.0000000000
1360,3104,N,0.00,6.00,5.00,0.75,10296.00,13728.0000000000
1369,3146,N,0.00,6.00,5.00,1.00,3559.00,3559.0000000000
1370,3442,N,0.00,6.00,5.00,0.40,173.00,432.5000000000
1373,3158,N,0.00,6.00,5.00,0.35,3100.00,8857.1428571428
1383,3178,N,0.00,6.00,5.00,0.50,6021.00,12042.0000000000
1389,3190,N,0.00,6.00,5.00,1.00,4466.00,4466.0000000000
